,Date,File Name,Experiment Type,QC?,Diff?,Cell Line,CL/CR#,Final Clone?,Passage,Gene,Protein,Fluorescent Protein,Other Label,Microscope,Objective,Dimension,MP?,Time-lapse,Exp. Details,Other,User,Path
32,2017-11-03 00:00:00,20171103_C04_001.czi,AdditionalWorkup,No,iPSC,12.0,105,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","captured by streaming, see Result folder for airyscan processed file (auto)",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171103
33,2017-11-03 00:00:00,20171103_C03_004.czi,Transfection,No,iPSC,0.0,,,,,,,"pGFP-EB1 17234, EMTB mCherry 26742",ZSD0,100x/1.25W,2D,No,yes,~1s intervals,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171103
34,2017-10-31 00:00:00,20171031_C01_001_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,12.0,105,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171031
35,2017-10-31 00:00:00,20171031_C01_001.czi,AdditionalWorkup,No,iPSC,12.0,105,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171031
36,2017-10-30 00:00:00,20101030_C01_001.czi,AdditionalWorkup,No,iPSC,57.0,CR2,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171030
37,2017-10-30 00:00:00,20101030_C01_001_Out.czi,AdditionalWorkup,No,iPSC,57.0,CR2,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171030
38,2017-11-07 00:00:00,20171107_C03_001_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,57.0,CR2,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171107
39,2017-11-07 00:00:00,20171107_C03_001.czi,AdditionalWorkup,No,iPSC,57.0,CR2,,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171107
40,2017-10-27 00:00:00,20171027_C01_002.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171027
41,2017-10-27 00:00:00,20171027_C01_002_Out.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171027
42,2017-10-27 00:00:00,20171027_C01_001.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171027
43,2017-10-27 00:00:00,20171027_C01_001_Out.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171027
44,2017-10-24 00:00:00,20171024_C01_002_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171024
45,2017-10-24 00:00:00,20171024_C01_001.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171024
46,2017-10-24 00:00:00,20171024_C01_001_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","Airyscan Processed, auto",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171024
47,2017-10-24 00:00:00,20171024_C01_002.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171024
48,2017-10-17 00:00:00,20171017_C04_001.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 1%, 405 at 0.3%, 633 at 0.3%","After a visit from Ben, took down gain and laser powers",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171017
49,2017-10-17 00:00:00,20171017_C04_001_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 0.5%, 405 at 0.5%, 633 at 0.5%","Airyscan Processed, auto; After a visit from Ben, took down gain and laser powers",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171017
50,2017-10-13 00:00:00,20171013_C01_001.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 0.5%, 405 at 0.5%, 633 at 0.5%",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171013
51,2017-10-13 00:00:00,20171013_C01_001_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 0.5%, 405 at 0.5%, 633 at 0.5%","Airyscan processed, auto mode",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171013
52,2017-10-13 00:00:00,20171013_C01_002.czi,AdditionalWorkup,No,iPSC,14.0,6,yes,,,,,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,Yes,"OPT mode, 804x804px, 0.55us dwell (2x ave), 0.083x0.083x0.208, 488 at 2%, 405 at 0.5%, 633 at 0.5%",cells don't look healthy for every long,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20171013
53,2017-09-29 00:00:00,20170929_C01_001,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,LSM880,40x/1.2W,3D,No,"yes, continuous",488 single channel SR 2x ave,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170929
54,2017-09-05 00:00:00,20170905_C01_001,Phototox,No,iPSC,12.0,105,,,TUBA1B,tubulin,mEGFP,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",LSM880,40x/1.2W,3D,Yes,yes,"100nM tocopherol, Fast OPT mode (2x averaging, 0.55 dwell, 66.4x66.4 image area, 804x804 px size)",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170905
55,2017-09-05 00:00:00,20170905_C02_001,Phototox,No,iPSC,12.0,105,,,TUBA1B,tubulin,mEGFP,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",ZSD0,100x/1.25W,3D,Yes,yes,100nM tocopherol,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170905
56,2017-09-01 00:00:00,20170901_C01_001,Phototox,No,iPSC,12.0,105,,,TUBA1B,tubulin,mEGFP,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",ZSD0,100x/1.25W,3D,Yes,yes,"Oxyfluor 1:100 + lactic acid 10mM + ascorbic acid 1mM, Fast OPT mode (2x averaging, 0.55 dwell, 66.4x66.4 image area, 700x700 px size)",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170901
57,2017-08-22 00:00:00,20170822_C05_001,Phototox,No,iPSC,12.0,105,yes,,TUBA1B,tubulin,mEGFP,"CMDR batch 3x, Nuc Blue (Hoechst) 1x)",,40x/1.2W,3D,Yes,Yes,"Oxyfluor 1:100 + lactic acid 10mM + ascorbic acid 1mM, Fast OPT mode (2x averaging, 0.55 dwell, 66.4x66.4 image area)",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170822
58,2017-08-01 00:00:00,20170801_C01_002_2017.czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,LSM880,40x/1.2W,3D,Yes,Yes,OPT mode,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170801
59,2017-08-01 00:00:00,20170801_C01_002_2017_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,LSM880,40x/1.2W,3D,Yes,Yes,OPT mode,"Airyscan processed, auto mode",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170801
60,2017-08-01 00:00:00,20170801_C01_001_2017.czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,LSM880,40x/1.2W,3D,Yes,Yes,SR mode,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170801
61,2017-08-01 00:00:00,20170801_C01_001_2017_Airyscan Processing.czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,LSM880,40x/1.2W,3D,Yes,Yes,SR mode,"Airyscan processed, auto mode",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170801
62,2017-07-28 00:00:00,20170728_C02_001-02(1).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
63,2017-07-28 00:00:00,20170728_C02_001-02(2).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
64,2017-07-28 00:00:00,20170728_C02_001-02(3).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
65,2017-07-28 00:00:00,20170728_C02_001-02(4).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
66,2017-07-28 00:00:00,20170728_C02_001-02(5).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
67,2017-07-28 00:00:00,20170728_C02_001-02(6).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
68,2017-07-28 00:00:00,20170728_C02_001-02(7).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
69,2017-07-28 00:00:00,20170728_C02_001-02(8).czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
70,2017-07-28 00:00:00,20170728_C02_001-02.czi,AdditionalWorkup,No,iPSC,54.0,CR1,,,AAVS1-CAG,plasma membrane,mTagRFPT,,ZSD0,10x/0.63,3D,Yes,Yes,,"long term experiment, imaging membrane, more cells on the plate than would be ideal...cells are spikey and not often well packed ",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170728
71,2017-07-18 00:00:00,20170718_C01_001.czi,MicroscopeTesting,No,iPSC,12.0,105,yes,,TUBA1B,tubulin,mEGFP,,LSM880,40x/1.2W,3D,Yes,yes,"1:100 oxyfluor, 10mM lactic acid, 1mM ascorbic acid",,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170718
72,2017-07-18 00:00:00,20170718_C01_001_Airyscan Processing.czi,MicroscopeTesting,No,iPSC,12.0,105,yes,,TUBA1B,tubulin,mEGFP,,LSM880,40x/1.2W,3D,Yes,yes,"1:100 oxyfluor, 10mM lactic acid, 1mM ascorbic acid","Airyscan processed, auto mode",CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170718
73,2017-07-03 00:00:00,20170703_C01_001.czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,ZSD0,20x/0.80,3D,Yes,Yes,41.5hr long movie of lamin,cells not fed during imaging but look healthy ,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170703
74,2017-07-03 00:00:00,20170703_C01_001(1).czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,ZSD0,20x/0.80,3D,Yes,Yes,"41.5hr long movie of lamin, scene 1",cells not fed during imaging but look healthy ,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170703
75,2017-07-03 00:00:00,20170703_C01_001(2).czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,ZSD0,20x/0.80,3D,Yes,Yes,"41.5hr long movie of lamin, scene 2",cells not fed during imaging but look healthy ,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170703
76,2017-07-03 00:00:00,20170703_C01_001(3).czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,ZSD0,20x/0.80,3D,Yes,Yes,"41.5hr long movie of lamin, scene 3",cells not fed during imaging but look healthy ,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170703
77,2017-07-03 00:00:00,20170703_C01_001(4).czi,AdditionalWorkup,No,iPSC,13.0,210,yes,,LMNB1,lamin B1,mEGFP,,ZSD0,20x/0.80,3D,Yes,Yes,"41.5hr long movie of lamin, scene 4",cells not fed during imaging but look healthy ,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2017/20170703
